Line	ID	patternID	z	Cl	H2O2	OrganicMatter	O2	larvae	adults	mass
LINESTRING(714863.190 4641982.000,714853.910 4641975.750)	TU1-0	TU1	360.000	0	0	1	8	3.21636735e-321	9.3801464	0
LINESTRING(714853.910 4641975.750,714844.630 4641969.500)	TU1-1	TU1	360.000	0	0	1	8	3.22130801e-321	9.5339193	0
LINESTRING(714821.750 4642639.000,714820.060 4642645.000)	TU10-0	TU10	355.000	0	0	1	8	5.02958827e-321	3.86895994	0
LINESTRING(717198.870 4640378.000,717198.969 4640388.211)	TU100-0	TU100	338.632	0	0	1	8	1.85768683e-321	21.8310237	0
LINESTRING(717198.969 4640388.211,717199.068 4640398.421)	TU100-1	TU100	338.263	0	0	1	8	1.86756814e-321	23.2967108	0
LINESTRING(717199.068 4640398.421,717199.167 4640408.632)	TU100-2	TU100	337.895	0	0	1	8	1.87744945e-321	22.6795794	0
LINESTRING(717199.167 4640408.632,717199.266 4640418.842)	TU100-3	TU100	337.526	0	0	1	8	1.88733077e-321	21.9081651	0
LINESTRING(717199.266 4640418.842,717199.365 4640429.053)	TU100-4	TU100	337.158	0	0	1	8	1.89721208e-321	24.0681251	0
LINESTRING(717199.365 4640429.053,717199.464 4640439.263)	TU100-5	TU100	336.789	0	0	1	8	1.90709339e-321	20.9053266	0
LINESTRING(717199.464 4640439.263,717199.563 4640449.474)	TU100-6	TU100	336.421	0	0	1	8	1.91697471e-321	23.6052765	0
LINESTRING(717199.563 4640449.474,717199.662 4640459.684)	TU100-7	TU100	336.053	0	0	1	8	1.92685602e-321	22.6795794	0
LINESTRING(717199.662 4640459.684,717199.761 4640469.895)	TU100-8	TU100	335.684	0	0	1	8	1.93673733e-321	21.8310237	0
LINESTRING(717199.761 4640469.895,717199.859 4640480.105)	TU100-9	TU100	335.316	0	0	1	8	1.94661864e-321	20.7510437	0
LINESTRING(717199.859 4640480.105,717199.958 4640490.316)	TU100-10	TU100	334.947	0	0	1	8	1.95649996e-321	23.0652865	0
LINESTRING(717199.958 4640490.316,717200.057 4640500.526)	TU100-11	TU100	334.579	0	0	1	8	1.96638127e-321	23.1424279	0
LINESTRING(717200.057 4640500.526,717200.156 4640510.737)	TU100-12	TU100	334.211	0	0	1	8	1.97626258e-321	24.4538322	0
LINESTRING(717200.156 4640510.737,717200.255 4640520.947)	TU100-13	TU100	333.842	0	0	1	8	1.9861439e-321	23.0652865	0
LINESTRING(717200.255 4640520.947,717200.354 4640531.158)	TU100-14	TU100	333.474	0	0	1	8	1.99602521e-321	23.4509937	0
LINESTRING(717200.354 4640531.158,717200.453 4640541.368)	TU100-15	TU100	333.105	0	0	1	8	2.00590652e-321	24.7623979	0
LINESTRING(717200.453 4640541.368,717200.552 4640551.579)	TU100-16	TU100	332.737	0	0	1	8	2.01578784e-321	23.7595594	0
LINESTRING(717200.552 4640551.579,717200.651 4640561.789)	TU100-17	TU100	332.368	0	0	1	8	2.02566915e-321	24.8395393	0
LINESTRING(717200.651 4640561.789,717200.750 4640572.000)	TU100-18	TU100	332.000	0	0	1	8	2.0306098e-321	19.902488	0
LINESTRING(717199.500 4640364.000,717198.870 4640378.000)	TU101-0	TU101	339.000	0	0	1	8	1.84780552e-321	20.9175068	0
LINESTRING(716657.000 4642011.110,716650.660 4642023.630)	TU101-0	TU101	343.000	0	0	1	8	3.24601129e-321	11.9227571	0
LINESTRING(717199.500 4640364.000,717186.185 4640363.250)	TU102-0	TU102	340.000	0	0	1	8	1.84780552e-321	2.67557561	0
LINESTRING(717186.185 4640363.250,717172.870 4640362.500)	TU102-1	TU102	340.000	0	0	1	8	1.84780552e-321	3.01002256	0
LINESTRING(717066.190 4640053.000,717069.893 4640061.639)	TU103-0	TU103	331.250	0	0	1	8	1.50195956e-321	26.6967362	0
LINESTRING(717069.893 4640061.639,717073.596 4640070.278)	TU103-1	TU103	331.500	0	0	1	8	1.51184088e-321	26.510912	0
LINESTRING(717073.596 4640070.278,717077.299 4640078.917)	TU103-2	TU103	331.750	0	0	1	8	1.52172219e-321	25.1482016	0
LINESTRING(717077.299 4640078.917,717081.002 4640087.556)	TU103-3	TU103	332.000	0	0	1	8	1.5316035e-321	27.1922672	0
LINESTRING(717081.002 4640087.556,717084.705 4640096.194)	TU103-4	TU103	332.250	0	0	1	8	1.54148482e-321	26.6967362	0
LINESTRING(717084.705 4640096.194,717088.408 4640104.833)	TU103-5	TU103	332.500	0	0	1	8	1.55136613e-321	26.3870293	0
LINESTRING(717088.408 4640104.833,717092.111 4640113.472)	TU103-6	TU103	332.750	0	0	1	8	1.56124744e-321	27.6258569	0
LINESTRING(717092.111 4640113.472,717095.814 4640122.111)	TU103-7	TU103	333.000	0	0	1	8	1.57112875e-321	26.015381	0
LINESTRING(717095.814 4640122.111,717099.517 4640130.750)	TU103-8	TU103	333.250	0	0	1	8	1.58101007e-321	27.2542086	0
LINESTRING(717099.517 4640130.750,717103.221 4640139.389)	TU103-9	TU103	333.500	0	0	1	8	1.59089138e-321	27.2542086	0
LINESTRING(717103.221 4640139.389,717106.924 4640148.028)	TU103-10	TU103	333.750	0	0	1	8	1.60077269e-321	25.8295568	0
LINESTRING(717106.924 4640148.028,717110.627 4640156.667)	TU103-11	TU103	334.000	0	0	1	8	1.61065401e-321	26.015381	0
LINESTRING(717110.627 4640156.667,717114.330 4640165.306)	TU103-12	TU103	334.250	0	0	1	8	1.62053532e-321	26.6347948	0
LINESTRING(717114.330 4640165.306,717118.033 4640173.944)	TU103-13	TU103	334.500	0	0	1	8	1.63041663e-321	27.2542086	0
LINESTRING(717118.033 4640173.944,717121.736 4640182.583)	TU103-14	TU103	334.750	0	0	1	8	1.64029794e-321	27.8736225	0
LINESTRING(717121.736 4640182.583,717125.439 4640191.222)	TU103-15	TU103	335.000	0	0	1	8	1.65017926e-321	25.8914982	0
LINESTRING(717125.439 4640191.222,717129.142 4640199.861)	TU103-16	TU103	335.250	0	0	1	8	1.66006057e-321	25.0243188	0
LINESTRING(717129.142 4640199.861,717132.845 4640208.500)	TU103-17	TU103	335.500	0	0	1	8	1.66994188e-321	24.9004361	0
LINESTRING(717132.845 4640208.500,717136.548 4640217.139)	TU103-18	TU103	335.750	0	0	1	8	1.6798232e-321	26.7586776	0
LINESTRING(717136.548 4640217.139,717140.251 4640225.778)	TU103-19	TU103	336.000	0	0	1	8	1.68970451e-321	24.3429636	0
LINESTRING(717140.251 4640225.778,717143.954 4640234.417)	TU103-20	TU103	336.250	0	0	1	8	1.69958582e-321	24.1571395	0
LINESTRING(717143.954 4640234.417,717147.657 4640243.056)	TU103-21	TU103	336.500	0	0	1	8	1.70946713e-321	26.1392637	0
LINESTRING(717147.657 4640243.056,717151.360 4640251.694)	TU103-22	TU103	336.750	0	0	1	8	1.71934845e-321	26.4489707	0
LINESTRING(717151.360 4640251.694,717155.063 4640260.333)	TU103-23	TU103	337.000	0	0	1	8	1.72922976e-321	26.4489707	0
LINESTRING(717155.063 4640260.333,717158.766 4640268.972)	TU103-24	TU103	337.250	0	0	1	8	1.73911107e-321	25.6437327	0
LINESTRING(717158.766 4640268.972,717162.469 4640277.611)	TU103-25	TU103	337.500	0	0	1	8	1.74899239e-321	26.8825603	0
LINESTRING(717162.469 4640277.611,717166.172 4640286.250)	TU103-26	TU103	337.750	0	0	1	8	1.7588737e-321	23.8474326	0
LINESTRING(717166.172 4640286.250,717169.876 4640294.889)	TU103-27	TU103	338.000	0	0	1	8	1.76875501e-321	24.1571395	0
LINESTRING(717169.876 4640294.889,717173.579 4640303.528)	TU103-28	TU103	338.250	0	0	1	8	1.77863633e-321	26.5728534	0
LINESTRING(717173.579 4640303.528,717177.282 4640312.167)	TU103-29	TU103	338.500	0	0	1	8	1.78851764e-321	26.5728534	0
LINESTRING(717177.282 4640312.167,717180.985 4640320.806)	TU103-30	TU103	338.750	0	0	1	8	1.79839895e-321	25.2720844	0
LINESTRING(717180.985 4640320.806,717184.688 4640329.444)	TU103-31	TU103	339.000	0	0	1	8	1.80828026e-321	26.2012051	0
LINESTRING(717184.688 4640329.444,717188.391 4640338.083)	TU103-32	TU103	339.250	0	0	1	8	1.81816158e-321	26.0773224	0
LINESTRING(717188.391 4640338.083,717192.094 4640346.722)	TU103-33	TU103	339.500	0	0	1	8	1.82804289e-321	26.015381	0
LINESTRING(717192.094 4640346.722,717195.797 4640355.361)	TU103-34	TU103	339.750	0	0	1	8	1.8379242e-321	26.2631465	0
LINESTRING(717195.797 4640355.361,717199.500 4640364.000)	TU103-35	TU103	340.000	0	0	1	8	1.84286486e-321	20.5645392	0
LINESTRING(716966.560 4639812.000,716970.392 4639821.269)	TU104-0	TU104	328.115	0	0	1	8	1.24504543e-321	26.4583036	0
LINESTRING(716970.392 4639821.269,716974.224 4639830.538)	TU104-1	TU104	328.231	0	0	1	8	1.25492674e-321	25.7686321	0
LINESTRING(716974.224 4639830.538,716978.056 4639839.808)	TU104-2	TU104	328.346	0	0	1	8	1.26480805e-321	29.5304763	0
LINESTRING(716978.056 4639839.808,716981.888 4639849.077)	TU104-3	TU104	328.462	0	0	1	8	1.27468937e-321	29.028897	0
LINESTRING(716981.888 4639849.077,716985.720 4639858.346)	TU104-4	TU104	328.577	0	0	1	8	1.28457068e-321	28.5900152	0
LINESTRING(716985.720 4639858.346,716989.552 4639867.615)	TU104-5	TU104	328.692	0	0	1	8	1.29445199e-321	26.0194218	0
LINESTRING(716989.552 4639867.615,716993.383 4639876.885)	TU104-6	TU104	328.808	0	0	1	8	1.30433331e-321	26.0821192	0
LINESTRING(716993.383 4639876.885,716997.215 4639886.154)	TU104-7	TU104	328.923	0	0	1	8	1.31421462e-321	28.401923	0
LINESTRING(716997.215 4639886.154,717001.047 4639895.423)	TU104-8	TU104	329.038	0	0	1	8	1.32409593e-321	27.7122516	0
LINESTRING(717001.047 4639895.423,717004.879 4639904.692)	TU104-9	TU104	329.154	0	0	1	8	1.33397724e-321	27.9630412	0
LINESTRING(717004.879 4639904.692,717008.711 4639913.962)	TU104-10	TU104	329.269	0	0	1	8	1.34385856e-321	27.147975	0
LINESTRING(717008.711 4639913.962,717012.543 4639923.231)	TU104-11	TU104	329.385	0	0	1	8	1.35373987e-321	27.3360672	0
LINESTRING(717012.543 4639923.231,717016.375 4639932.500)	TU104-12	TU104	329.500	0	0	1	8	1.36362118e-321	27.2106724	0
LINESTRING(717016.375 4639932.500,717020.207 4639941.769)	TU104-13	TU104	329.615	0	0	1	8	1.3735025e-321	26.9598828	0
LINESTRING(717020.207 4639941.769,717024.039 4639951.038)	TU104-14	TU104	329.731	0	0	1	8	1.38338381e-321	28.3392256	0
LINESTRING(717024.039 4639951.038,717027.871 4639960.308)	TU104-15	TU104	329.846	0	0	1	8	1.39326512e-321	27.5868568	0
LINESTRING(717027.871 4639960.308,717031.703 4639969.577)	TU104-16	TU104	329.962	0	0	1	8	1.40314643e-321	27.0225802	0
LINESTRING(717031.703 4639969.577,717035.535 4639978.846)	TU104-17	TU104	330.077	0	0	1	8	1.41302775e-321	26.1448166	0
LINESTRING(717035.535 4639978.846,717039.367 4639988.115)	TU104-18	TU104	330.192	0	0	1	8	1.42290906e-321	25.9567244	0
LINESTRING(717039.367 4639988.115,717043.198 4639997.385)	TU104-19	TU104	330.308	0	0	1	8	1.43279037e-321	28.2138308	0
LINESTRING(717043.198 4639997.385,717047.030 4640006.654)	TU104-20	TU104	330.423	0	0	1	8	1.44267169e-321	26.0821192	0
LINESTRING(717047.030 4640006.654,717050.862 4640015.923)	TU104-21	TU104	330.538	0	0	1	8	1.452553e-321	26.7717906	0
LINESTRING(717050.862 4640015.923,717054.694 4640025.192)	TU104-22	TU104	330.654	0	0	1	8	1.46243431e-321	26.521001	0
LINESTRING(717054.694 4640025.192,717058.526 4640034.462)	TU104-23	TU104	330.769	0	0	1	8	1.47231562e-321	26.6463958	0
LINESTRING(717058.526 4640034.462,717062.358 4640043.731)	TU104-24	TU104	330.885	0	0	1	8	1.48219694e-321	24.6400789	0
LINESTRING(717062.358 4640043.731,717066.190 4640053.000)	TU104-25	TU104	331.000	0	0	1	8	1.49207825e-321	20.6901426	0
LINESTRING(716608.440 4640414.000,716602.718 4640422.370)	TU105-0	TU105	346.778	0	0	1	8	1.58595072e-321	34.9330631	0
LINESTRING(716602.718 4640422.370,716596.996 4640430.741)	TU105-1	TU105	346.556	0	0	1	8	1.59089138e-321	35.6275574	0
LINESTRING(716596.996 4640430.741,716591.273 4640439.111)	TU105-2	TU105	346.333	0	0	1	8	1.59583204e-321	34.7594396	0
LINESTRING(716591.273 4640439.111,716585.551 4640447.481)	TU105-3	TU105	346.111	0	0	1	8	1.60077269e-321	33.5440746	0
LINESTRING(716585.551 4640447.481,716579.829 4640455.852)	TU105-4	TU105	345.889	0	0	1	8	1.60571335e-321	33.856597	0
LINESTRING(716579.829 4640455.852,716574.107 4640464.222)	TU105-5	TU105	345.667	0	0	1	8	1.61065401e-321	34.3080183	0
LINESTRING(716574.107 4640464.222,716568.384 4640472.593)	TU105-6	TU105	345.444	0	0	1	8	1.61559466e-321	33.3010015	0
LINESTRING(716568.384 4640472.593,716562.662 4640480.963)	TU105-7	TU105	345.222	0	0	1	8	1.62053532e-321	32.9190297	0
LINESTRING(716562.662 4640480.963,716556.940 4640489.333)	TU105-8	TU105	345.000	0	0	1	8	1.62547597e-321	34.2038441	0
LINESTRING(716556.940 4640489.333,716551.218 4640497.704)	TU105-9	TU105	344.778	0	0	1	8	1.63041663e-321	35.1761361	0
LINESTRING(716551.218 4640497.704,716545.496 4640506.074)	TU105-10	TU105	344.556	0	0	1	8	1.63535729e-321	32.7454061	0
LINESTRING(716545.496 4640506.074,716539.773 4640514.444)	TU105-11	TU105	344.333	0	0	1	8	1.64029794e-321	34.4469171	0
LINESTRING(716539.773 4640514.444,716534.051 4640522.815)	TU105-12	TU105	344.111	0	0	1	8	1.6452386e-321	32.7801308	0
LINESTRING(716534.051 4640522.815,716528.329 4640531.185)	TU105-13	TU105	343.889	0	0	1	8	1.65017926e-321	34.3774677	0
LINESTRING(716528.329 4640531.185,716522.607 4640539.556)	TU105-14	TU105	343.667	0	0	1	8	1.65511991e-321	34.2732936	0
LINESTRING(716522.607 4640539.556,716516.884 4640547.926)	TU105-15	TU105	343.444	0	0	1	8	1.66006057e-321	33.4746251	0
LINESTRING(716516.884 4640547.926,716511.162 4640556.296)	TU105-16	TU105	343.222	0	0	1	8	1.66500123e-321	33.0579285	0
LINESTRING(716511.162 4640556.296,716505.440 4640564.667)	TU105-17	TU105	343.000	0	0	1	8	1.66994188e-321	34.4121924	0
LINESTRING(716505.440 4640564.667,716499.718 4640573.037)	TU105-18	TU105	342.778	0	0	1	8	1.67488254e-321	33.3357263	0
LINESTRING(716499.718 4640573.037,716493.996 4640581.407)	TU105-19	TU105	342.556	0	0	1	8	1.6798232e-321	32.7801308	0
LINESTRING(716493.996 4640581.407,716488.273 4640589.778)	TU105-20	TU105	342.333	0	0	1	8	1.68476385e-321	33.9260464	0
LINESTRING(716488.273 4640589.778,716482.551 4640598.148)	TU105-21	TU105	342.111	0	0	1	8	1.68970451e-321	33.8913217	0
LINESTRING(716482.551 4640598.148,716476.829 4640606.519)	TU105-22	TU105	341.889	0	0	1	8	1.69464517e-321	34.5163666	0
LINESTRING(716476.829 4640606.519,716471.107 4640614.889)	TU105-23	TU105	341.667	0	0	1	8	1.69958582e-321	33.5440746	0
LINESTRING(716471.107 4640614.889,716465.384 4640623.259)	TU105-24	TU105	341.444	0	0	1	8	1.70452648e-321	34.4469171	0
LINESTRING(716465.384 4640623.259,716459.662 4640631.630)	TU105-25	TU105	341.222	0	0	1	8	1.70946713e-321	33.9607711	0
LINESTRING(716459.662 4640631.630,716453.940 4640640.000)	TU105-26	TU105	341.000	0	0	1	8	1.71440779e-321	26.668581	0
LINESTRING(716751.500 4640168.500,716746.731 4640176.683)	TU106-0	TU106	340.572	0	0	1	8	1.44267169e-321	34.4222902	0
LINESTRING(716746.731 4640176.683,716741.963 4640184.867)	TU106-1	TU106	340.793	0	0	1	8	1.44761234e-321	34.6323958	0
LINESTRING(716741.963 4640184.867,716737.194 4640193.050)	TU106-2	TU106	341.015	0	0	1	8	1.452553e-321	34.7374485	0
LINESTRING(716737.194 4640193.050,716732.425 4640201.233)	TU106-3	TU106	341.237	0	0	1	8	1.45749366e-321	34.0020792	0
LINESTRING(716732.425 4640201.233,716727.657 4640209.417)	TU106-4	TU106	341.458	0	0	1	8	1.46243431e-321	34.527343	0
LINESTRING(716727.657 4640209.417,716722.888 4640217.600)	TU106-5	TU106	341.680	0	0	1	8	1.46737497e-321	34.1071319	0
LINESTRING(716722.888 4640217.600,716718.119 4640225.783)	TU106-6	TU106	341.902	0	0	1	8	1.47231562e-321	34.5973782	0
LINESTRING(716718.119 4640225.783,716713.351 4640233.967)	TU106-7	TU106	342.123	0	0	1	8	1.47725628e-321	34.9125365	0
LINESTRING(716713.351 4640233.967,716708.582 4640242.150)	TU106-8	TU106	342.345	0	0	1	8	1.48219694e-321	34.8074837	0
LINESTRING(716708.582 4640242.150,716703.813 4640250.333)	TU106-9	TU106	342.567	0	0	1	8	1.48713759e-321	34.3172375	0
LINESTRING(716703.813 4640250.333,716699.045 4640258.517)	TU106-10	TU106	342.788	0	0	1	8	1.49207825e-321	35.1926772	0
LINESTRING(716699.045 4640258.517,716694.276 4640266.700)	TU106-11	TU106	343.010	0	0	1	8	1.49701891e-321	34.1071319	0
LINESTRING(716694.276 4640266.700,716689.507 4640274.883)	TU106-12	TU106	343.232	0	0	1	8	1.50195956e-321	34.2121847	0
LINESTRING(716689.507 4640274.883,716684.739 4640283.067)	TU106-13	TU106	343.453	0	0	1	8	1.50690022e-321	34.8425013	0
LINESTRING(716684.739 4640283.067,716679.970 4640291.250)	TU106-14	TU106	343.675	0	0	1	8	1.51184088e-321	34.7024309	0
LINESTRING(716679.970 4640291.250,716675.201 4640299.433)	TU106-15	TU106	343.897	0	0	1	8	1.51678153e-321	34.3172375	0
LINESTRING(716675.201 4640299.433,716670.433 4640307.617)	TU106-16	TU106	344.118	0	0	1	8	1.52172219e-321	34.4923254	0
LINESTRING(716670.433 4640307.617,716665.664 4640315.800)	TU106-17	TU106	344.340	0	0	1	8	1.52666285e-321	34.7024309	0
LINESTRING(716665.664 4640315.800,716660.895 4640323.983)	TU106-18	TU106	344.562	0	0	1	8	1.5316035e-321	33.5818681	0
LINESTRING(716660.895 4640323.983,716656.127 4640332.167)	TU106-19	TU106	344.783	0	0	1	8	1.53654416e-321	34.5973782	0
LINESTRING(716656.127 4640332.167,716651.358 4640340.350)	TU106-20	TU106	345.005	0	0	1	8	1.54148482e-321	35.2276948	0
LINESTRING(716651.358 4640340.350,716646.589 4640348.533)	TU106-21	TU106	345.227	0	0	1	8	1.54642547e-321	34.5973782	0
LINESTRING(716646.589 4640348.533,716641.821 4640356.717)	TU106-22	TU106	345.448	0	0	1	8	1.55136613e-321	33.9670616	0
LINESTRING(716641.821 4640356.717,716637.052 4640364.900)	TU106-23	TU106	345.670	0	0	1	8	1.55630678e-321	33.6519033	0
LINESTRING(716637.052 4640364.900,716632.283 4640373.083)	TU106-24	TU106	345.892	0	0	1	8	1.56124744e-321	33.932044	0
LINESTRING(716632.283 4640373.083,716627.515 4640381.267)	TU106-25	TU106	346.113	0	0	1	8	1.5661881e-321	33.8970264	0
LINESTRING(716627.515 4640381.267,716622.746 4640389.450)	TU106-26	TU106	346.335	0	0	1	8	1.57112875e-321	35.4027827	0
LINESTRING(716622.746 4640389.450,716617.977 4640397.633)	TU106-27	TU106	346.557	0	0	1	8	1.57606941e-321	33.7919736	0
LINESTRING(716617.977 4640397.633,716613.209 4640405.817)	TU106-28	TU106	346.778	0	0	1	8	1.58101007e-321	35.0526068	0
LINESTRING(716613.209 4640405.817,716608.440 4640414.000)	TU106-29	TU106	347.000	0	0	1	8	1.58101007e-321	27.5938603	0
LINESTRING(717622.820 4641188.270,717630.670 4641192.153)	TU107-0	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717630.670 4641192.153,717638.520 4641196.037)	TU107-1	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717638.520 4641196.037,717646.370 4641199.920)	TU107-2	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717646.370 4641199.920,717654.220 4641203.803)	TU107-3	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717654.220 4641203.803,717662.070 4641207.687)	TU107-4	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717662.070 4641207.687,717669.920 4641211.570)	TU107-5	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717669.920 4641211.570,717677.770 4641215.453)	TU107-6	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717677.770 4641215.453,717685.620 4641219.337)	TU107-7	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717685.620 4641219.337,717693.470 4641223.220)	TU107-8	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717693.470 4641223.220,717701.320 4641227.103)	TU107-9	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717701.320 4641227.103,717709.170 4641230.987)	TU107-10	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717709.170 4641230.987,717717.020 4641234.870)	TU107-11	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717717.020 4641234.870,717724.870 4641238.753)	TU107-12	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717724.870 4641238.753,717732.720 4641242.637)	TU107-13	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717732.720 4641242.637,717740.570 4641246.520)	TU107-14	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717740.570 4641246.520,717748.420 4641250.403)	TU107-15	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717748.420 4641250.403,717756.270 4641254.287)	TU107-16	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717756.270 4641254.287,717764.120 4641258.170)	TU107-17	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717764.120 4641258.170,717771.970 4641262.053)	TU107-18	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717771.970 4641262.053,717779.820 4641265.937)	TU107-19	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717779.820 4641265.937,717787.670 4641269.820)	TU107-20	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717787.670 4641269.820,717795.520 4641273.703)	TU107-21	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717795.520 4641273.703,717803.370 4641277.587)	TU107-22	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(717803.370 4641277.587,717811.220 4641281.470)	TU107-23	TU107	350.000	0	0	1	8	0	0	0
LINESTRING(715591.500 4641011.490,715582.766 4641016.595)	TU107-0	TU107	358.017	0	0	1	8	2.25293935e-321	12.2721884	0
LINESTRING(715582.766 4641016.595,715574.032 4641021.701)	TU107-1	TU107	358.035	0	0	1	8	2.25788e-321	13.8062119	0
LINESTRING(715574.032 4641021.701,715565.298 4641026.806)	TU107-2	TU107	358.052	0	0	1	8	2.26282066e-321	14.7649766	0
LINESTRING(715565.298 4641026.806,715556.563 4641031.911)	TU107-3	TU107	358.069	0	0	1	8	2.26776131e-321	13.0392002	0
LINESTRING(715556.563 4641031.911,715547.829 4641037.017)	TU107-4	TU107	358.087	0	0	1	8	2.27270197e-321	12.6556943	0
LINESTRING(715547.829 4641037.017,715539.095 4641042.122)	TU107-5	TU107	358.104	0	0	1	8	2.27764263e-321	11.8886825	0
LINESTRING(715539.095 4641042.122,715530.361 4641047.228)	TU107-6	TU107	358.121	0	0	1	8	2.28258328e-321	12.8474472	0
LINESTRING(715530.361 4641047.228,715521.627 4641052.333)	TU107-7	TU107	358.139	0	0	1	8	2.28752394e-321	12.0804354	0
LINESTRING(715521.627 4641052.333,715512.893 4641057.438)	TU107-8	TU107	358.156	0	0	1	8	2.2924646e-321	10.5464119	0
LINESTRING(715512.893 4641057.438,715504.159 4641062.544)	TU107-9	TU107	358.173	0	0	1	8	2.29740525e-321	11.6969296	0
LINESTRING(715504.159 4641062.544,715495.424 4641067.649)	TU107-10	TU107	358.190	0	0	1	8	2.30234591e-321	13.2309531	0
LINESTRING(715495.424 4641067.649,715486.690 4641072.754)	TU107-11	TU107	358.208	0	0	1	8	2.30728657e-321	14.7649766	0
LINESTRING(715486.690 4641072.754,715477.956 4641077.860)	TU107-12	TU107	358.225	0	0	1	8	2.31222722e-321	11.1216707	0
LINESTRING(715477.956 4641077.860,715469.222 4641082.965)	TU107-13	TU107	358.242	0	0	1	8	2.31716788e-321	15.5319884	0
LINESTRING(715469.222 4641082.965,715460.488 4641088.070)	TU107-14	TU107	358.260	0	0	1	8	2.32210854e-321	13.2309531	0
LINESTRING(715460.488 4641088.070,715451.754 4641093.176)	TU107-15	TU107	358.277	0	0	1	8	2.32704919e-321	12.6556943	0
LINESTRING(715451.754 4641093.176,715443.020 4641098.281)	TU107-16	TU107	358.294	0	0	1	8	2.33198985e-321	12.4639413	0
LINESTRING(715443.020 4641098.281,715434.285 4641103.387)	TU107-17	TU107	358.312	0	0	1	8	2.3369305e-321	13.0392002	0
LINESTRING(715434.285 4641103.387,715425.551 4641108.492)	TU107-18	TU107	358.329	0	0	1	8	2.34187116e-321	12.2721884	0
LINESTRING(715425.551 4641108.492,715416.817 4641113.597)	TU107-19	TU107	358.346	0	0	1	8	2.34681182e-321	13.2309531	0
LINESTRING(715416.817 4641113.597,715408.083 4641118.703)	TU107-20	TU107	358.364	0	0	1	8	2.35175247e-321	13.0392002	0
LINESTRING(715408.083 4641118.703,715399.349 4641123.808)	TU107-21	TU107	358.381	0	0	1	8	2.35669313e-321	12.6556943	0
LINESTRING(715399.349 4641123.808,715390.615 4641128.913)	TU107-22	TU107	358.398	0	0	1	8	2.36163379e-321	13.422706	0
LINESTRING(715390.615 4641128.913,715381.880 4641134.019)	TU107-23	TU107	358.416	0	0	1	8	2.36657444e-321	12.0804354	0
LINESTRING(715381.880 4641134.019,715373.146 4641139.124)	TU107-24	TU107	358.433	0	0	1	8	2.3715151e-321	9.97115306	0
LINESTRING(715373.146 4641139.124,715364.412 4641144.230)	TU107-25	TU107	358.450	0	0	1	8	2.37645576e-321	11.8886825	0
LINESTRING(715364.412 4641144.230,715355.678 4641149.335)	TU107-26	TU107	358.468	0	0	1	8	2.38139641e-321	10.5464119	0
LINESTRING(715355.678 4641149.335,715346.944 4641154.440)	TU107-27	TU107	358.485	0	0	1	8	2.38633707e-321	14.7649766	0
LINESTRING(715346.944 4641154.440,715338.210 4641159.546)	TU107-28	TU107	358.502	0	0	1	8	2.39127773e-321	12.8474472	0
LINESTRING(715338.210 4641159.546,715329.476 4641164.651)	TU107-29	TU107	358.520	0	0	1	8	2.39621838e-321	13.0392002	0
LINESTRING(715329.476 4641164.651,715320.741 4641169.756)	TU107-30	TU107	358.537	0	0	1	8	2.40115904e-321	13.0392002	0
LINESTRING(715320.741 4641169.756,715312.007 4641174.862)	TU107-31	TU107	358.554	0	0	1	8	2.4060997e-321	12.6556943	0
LINESTRING(715312.007 4641174.862,715303.273 4641179.967)	TU107-32	TU107	358.571	0	0	1	8	2.41104035e-321	11.3134237	0
LINESTRING(715303.273 4641179.967,715294.539 4641185.072)	TU107-33	TU107	358.589	0	0	1	8	2.41598101e-321	11.8886825	0
LINESTRING(715294.539 4641185.072,715285.805 4641190.178)	TU107-34	TU107	358.606	0	0	1	8	2.42092166e-321	11.6969296	0
LINESTRING(715285.805 4641190.178,715277.071 4641195.283)	TU107-35	TU107	358.623	0	0	1	8	2.42586232e-321	12.4639413	0
LINESTRING(715277.071 4641195.283,715268.337 4641200.389)	TU107-36	TU107	358.641	0	0	1	8	2.43080298e-321	14.3814708	0
