Line	ID	patternID	z	Cl	H2O2	OrganicMatter	O2	larvae	adults	mass
LINESTRING(695275.120 4656445.550,695250.413 4656452.112)	1-0	1	377.388	0	0	1	8	1	5.91549346	0
LINESTRING(695250.413 4656452.112,695225.707 4656458.673)	1-1	1	377.497	0	0	1	8	1	7.7263588	0
LINESTRING(695225.707 4656458.673,695201.000 4656465.235)	1-2	1	377.605	0	0	1	8	1	7.24346138	0
LINESTRING(695201.000 4656465.235,695176.293 4656471.797)	1-3	1	377.713	0	0	1	8	1	6.03621782	0
LINESTRING(695176.293 4656471.797,695151.587 4656478.358)	1-4	1	377.822	0	0	1	8	1	7.00201267	0
LINESTRING(695151.587 4656478.358,695126.880 4656484.920)	1-5	1	377.930	0	0	1	8	1	6.27766653	0
LINESTRING(694487.160 4652951.600,694479.351 4652957.559)	10-0	10	358.466	0	0	1	8	1	0	0
LINESTRING(694479.351 4652957.559,694471.542 4652963.518)	10-1	10	358.592	0	0	1	8	1	0	0
LINESTRING(694471.542 4652963.518,694463.732 4652969.478)	10-2	10	358.718	0	0	1	8	1	0	0
LINESTRING(694463.732 4652969.478,694455.923 4652975.437)	10-3	10	358.844	0	0	1	8	1	0	0
LINESTRING(694455.923 4652975.437,694448.114 4652981.396)	10-4	10	358.970	0	0	1	8	1	0	0
LINESTRING(694448.114 4652981.396,694440.305 4652987.355)	10-5	10	359.096	0	0	1	8	1	0	0
LINESTRING(694440.305 4652987.355,694432.496 4652993.314)	10-6	10	359.222	0	0	1	8	1	0	0
LINESTRING(694432.496 4652993.314,694424.686 4652999.274)	10-7	10	359.348	0	0	1	8	1	0	0
LINESTRING(694424.686 4652999.274,694416.877 4653005.233)	10-8	10	359.474	0	0	1	8	1	0	0
LINESTRING(694416.877 4653005.233,694409.068 4653011.192)	10-9	10	359.600	0	0	1	8	1	0	0
LINESTRING(694409.068 4653011.192,694401.259 4653017.151)	10-10	10	359.726	0	0	1	8	1	0	0
LINESTRING(694401.259 4653017.151,694393.450 4653023.110)	10-11	10	359.852	0	0	1	8	1	0	0
LINESTRING(694393.450 4653023.110,694385.640 4653029.070)	10-12	10	359.978	0	0	1	8	1	0	0
LINESTRING(694385.640 4653029.070,694377.831 4653035.029)	10-13	10	360.104	0	0	1	8	1	0	0
LINESTRING(694377.831 4653035.029,694370.022 4653040.988)	10-14	10	360.230	0	0	1	8	1	0	0
LINESTRING(694370.022 4653040.988,694362.213 4653046.947)	10-15	10	360.356	0	0	1	8	1	0	0
LINESTRING(694362.213 4653046.947,694354.404 4653052.906)	10-16	10	360.482	0	0	1	8	1	0	0
LINESTRING(694354.404 4653052.906,694346.594 4653058.866)	10-17	10	360.608	0	0	1	8	1	0	0
LINESTRING(694346.594 4653058.866,694338.785 4653064.825)	10-18	10	360.734	0	0	1	8	1	0	0
LINESTRING(694338.785 4653064.825,694330.976 4653070.784)	10-19	10	360.860	0	0	1	8	1	0	0
LINESTRING(694330.976 4653070.784,694323.167 4653076.743)	10-20	10	360.986	0	0	1	8	1	0	0
LINESTRING(694323.167 4653076.743,694315.358 4653082.702)	10-21	10	361.112	0	0	1	8	1	0	0
LINESTRING(694315.358 4653082.702,694307.548 4653088.662)	10-22	10	361.238	0	0	1	8	1	0	0
LINESTRING(694307.548 4653088.662,694299.739 4653094.621)	10-23	10	361.364	0	0	1	8	1	0	0
LINESTRING(694299.739 4653094.621,694291.930 4653100.580)	10-24	10	361.490	0	0	1	8	1	0	0
LINESTRING(694291.930 4653100.580,694284.121 4653106.539)	10-25	10	361.616	0	0	1	8	1	0	0
LINESTRING(694284.121 4653106.539,694276.312 4653112.498)	10-26	10	361.742	0	0	1	8	1	0	0
LINESTRING(694276.312 4653112.498,694268.502 4653118.458)	10-27	10	361.868	0	0	1	8	1	0	0
LINESTRING(694268.502 4653118.458,694260.693 4653124.417)	10-28	10	361.994	0	0	1	8	1	0	0
LINESTRING(694260.693 4653124.417,694252.884 4653130.376)	10-29	10	362.120	0	0	1	8	1	0	0
LINESTRING(694252.884 4653130.376,694245.075 4653136.335)	10-30	10	362.246	0	0	1	8	1	0	0
LINESTRING(694245.075 4653136.335,694237.266 4653142.294)	10-31	10	362.372	0	0	1	8	1	0	0
LINESTRING(694237.266 4653142.294,694229.456 4653148.254)	10-32	10	362.498	0	0	1	8	1	0	0
LINESTRING(694229.456 4653148.254,694221.647 4653154.213)	10-33	10	362.624	0	0	1	8	1	0	0
LINESTRING(694221.647 4653154.213,694213.838 4653160.172)	10-34	10	362.750	0	0	1	8	1	0	0
LINESTRING(694213.838 4653160.172,694206.029 4653166.131)	10-35	10	362.876	0	0	1	8	1	0	0
LINESTRING(694206.029 4653166.131,694198.220 4653172.090)	10-36	10	363.002	0	0	1	8	1	0	0
LINESTRING(694198.220 4653172.090,694190.410 4653178.050)	10-37	10	363.128	0	0	1	8	1	0	0
LINESTRING(694190.410 4653178.050,694182.601 4653184.009)	10-38	10	363.254	0	0	1	8	1	0	0
LINESTRING(694182.601 4653184.009,694174.792 4653189.968)	10-39	10	363.380	0	0	1	8	1	0	0
LINESTRING(694174.792 4653189.968,694166.983 4653195.927)	10-40	10	363.506	0	0	1	8	1	0	0
LINESTRING(694166.983 4653195.927,694159.174 4653201.886)	10-41	10	363.632	0	0	1	8	1	0	0
LINESTRING(694159.174 4653201.886,694151.364 4653207.846)	10-42	10	363.758	0	0	1	8	1	0	0
LINESTRING(694151.364 4653207.846,694143.555 4653213.805)	10-43	10	363.884	0	0	1	8	1	0	0
LINESTRING(694143.555 4653213.805,694135.746 4653219.764)	10-44	10	364.010	0	0	1	8	1	0	0
LINESTRING(694135.746 4653219.764,694127.937 4653225.723)	10-45	10	364.136	0	0	1	8	1	0	0
LINESTRING(694127.937 4653225.723,694120.128 4653231.682)	10-46	10	364.262	0	0	1	8	1	0	0
LINESTRING(694120.128 4653231.682,694112.318 4653237.642)	10-47	10	364.388	0	0	1	8	1	0	0
LINESTRING(694112.318 4653237.642,694104.509 4653243.601)	10-48	10	364.514	0	0	1	8	1	0	0
LINESTRING(694104.509 4653243.601,694096.700 4653249.560)	10-49	10	364.640	0	0	1	8	1	0	0
LINESTRING(695190.800 4658487.130,695182.752 4658486.739)	100-0	100	375.524	0	0	1	8	0.842221542	8.31440325	0
LINESTRING(695182.752 4658486.739,695174.704 4658486.349)	100-1	100	375.679	0	0	1	8	0.844307507	7.22398971	0
LINESTRING(695174.704 4658486.349,695166.656 4658485.958)	100-2	100	375.833	0	0	1	8	0	8.85961002	0
LINESTRING(695166.656 4658485.958,695158.608 4658485.567)	100-3	100	375.987	0	0	1	8	0.855965317	8.31440325	0
LINESTRING(695158.608 4658485.567,695150.560 4658485.177)	100-4	100	376.142	0	0	1	8	0.866763502	8.72330833	0
LINESTRING(695150.560 4658485.177,695142.512 4658484.786)	100-5	100	376.296	0	0	1	8	0.881337915	7.49659309	0
LINESTRING(695142.512 4658484.786,695134.464 4658484.395)	100-6	100	376.450	0	0	1	8	0.899233848	9.13221341	0
LINESTRING(695134.464 4658484.395,695126.416 4658484.005)	100-7	100	376.605	0	0	1	8	0	8.72330833	0
LINESTRING(695126.416 4658484.005,695118.368 4658483.614)	100-8	100	376.759	0	0	1	8	0	8.04179987	0
LINESTRING(695118.368 4658483.614,695110.320 4658483.223)	100-9	100	376.913	0	0	1	8	0	8.72330833	0
LINESTRING(695110.320 4658483.223,695102.272 4658482.833)	100-10	100	377.068	0	0	1	8	0	9.13221341	0
LINESTRING(695102.272 4658482.833,695094.224 4658482.442)	100-11	100	377.222	0	0	1	8	0.98878282	8.85961002	0
LINESTRING(695094.224 4658482.442,695086.176 4658482.051)	100-12	100	377.376	0	0	1	8	0	7.90549817	0
LINESTRING(695086.176 4658482.051,695078.128 4658481.661)	100-13	100	377.531	0	0	1	8	0	8.17810156	0
LINESTRING(695078.128 4658481.661,695070.080 4658481.270)	100-14	100	377.685	0	0	1	8	0	8.17810156	0
LINESTRING(695070.080 4658481.270,695062.032 4658480.879)	100-15	100	377.839	0	0	1	8	0	8.04179987	0
LINESTRING(695062.032 4658480.879,695053.984 4658480.489)	100-16	100	377.994	0	0	1	8	0	7.76919648	0
LINESTRING(695053.984 4658480.489,695045.936 4658480.098)	100-17	100	378.148	0	0	1	8	0	8.17810156	0
LINESTRING(695045.936 4658480.098,695037.888 4658479.707)	100-18	100	378.302	0	0	1	8	0	8.31440325	0
LINESTRING(695037.888 4658479.707,695029.840 4658479.317)	100-19	100	378.457	0	0	1	8	0	8.99591171	0
LINESTRING(695029.840 4658479.317,695021.792 4658478.926)	100-20	100	378.611	0	0	1	8	0	7.90549817	0
LINESTRING(695021.792 4658478.926,695013.744 4658478.535)	100-21	100	378.765	0	0	1	8	0	8.04179987	0
LINESTRING(695013.744 4658478.535,695005.696 4658478.145)	100-22	100	378.920	0	0	1	8	0.928831387	9.13221341	0
LINESTRING(695005.696 4658478.145,694997.648 4658477.754)	100-23	100	379.074	0	0	1	8	0	8.31440325	0
LINESTRING(694997.648 4658477.754,694989.600 4658477.363)	100-24	100	379.228	0	0	1	8	0	8.04179987	0
LINESTRING(694989.600 4658477.363,694981.552 4658476.973)	100-25	100	379.383	0	0	1	8	0	8.85961002	0
LINESTRING(694981.552 4658476.973,694973.504 4658476.582)	100-26	100	379.537	0	0	1	8	0.866294113	7.63289479	0
LINESTRING(694973.504 4658476.582,694965.456 4658476.191)	100-27	100	379.691	0	0	1	8	0	8.17810156	0
LINESTRING(694965.456 4658476.191,694957.408 4658475.801)	100-28	100	379.846	0	0	1	8	0.8694911	7.63289479	0
LINESTRING(694957.408 4658475.801,694949.360 4658475.410)	100-29	100	380.000	0	0	1	8	0.406440987	9.54111848	0
LINESTRING(695708.500 4657318.140,695708.782 4657327.497)	101-0	101	374.954	0	0	1	8	1	0	0
LINESTRING(695708.782 4657327.497,695709.065 4657336.854)	101-1	101	374.908	0	0	1	8	1	0	0
LINESTRING(695709.065 4657336.854,695709.348 4657346.211)	101-2	101	374.861	0	0	1	8	1	0	0
LINESTRING(695709.348 4657346.211,695709.630 4657355.568)	101-3	101	374.815	0	0	1	8	1	0	0
LINESTRING(695709.630 4657355.568,695709.912 4657364.925)	101-4	101	374.769	0	0	1	8	1	0	0
LINESTRING(695709.912 4657364.925,695710.195 4657374.282)	101-5	101	374.722	0	0	1	8	1	0	0
LINESTRING(695710.195 4657374.282,695710.478 4657383.640)	101-6	101	374.676	0	0	1	8	1	0	0
LINESTRING(695710.478 4657383.640,695710.760 4657392.997)	101-7	101	374.630	0	0	1	8	1	0	0
LINESTRING(695710.760 4657392.997,695711.042 4657402.354)	101-8	101	374.584	0	0	1	8	1	0	0
LINESTRING(695711.042 4657402.354,695711.325 4657411.711)	101-9	101	374.538	0	0	1	8	1	0	0
LINESTRING(695711.325 4657411.711,695711.608 4657421.068)	101-10	101	374.491	0	0	1	8	1	0	0
LINESTRING(695711.608 4657421.068,695711.890 4657430.425)	101-11	101	374.445	0	0	1	8	1	0	0
LINESTRING(695711.890 4657430.425,695712.172 4657439.782)	101-12	101	374.399	0	0	1	8	1	0	0
LINESTRING(695712.172 4657439.782,695712.455 4657449.139)	101-13	101	374.352	0	0	1	8	1	0	0
LINESTRING(695712.455 4657449.139,695712.738 4657458.496)	101-14	101	374.306	0	0	1	8	1	0	0
LINESTRING(695712.738 4657458.496,695713.020 4657467.853)	101-15	101	374.260	0	0	1	8	1	0	0
LINESTRING(695713.020 4657467.853,695713.302 4657477.210)	101-16	101	374.214	0	0	1	8	1	0	0
LINESTRING(695713.302 4657477.210,695713.585 4657486.567)	101-17	101	374.168	0	0	1	8	1	0	0
LINESTRING(695713.585 4657486.567,695713.868 4657495.925)	101-18	101	374.121	0	0	1	8	1	0	0
LINESTRING(695713.868 4657495.925,695714.150 4657505.282)	101-19	101	374.075	0	0	1	8	1	0	0
LINESTRING(695714.150 4657505.282,695714.432 4657514.639)	101-20	101	374.029	0	0	1	8	1	0	0
LINESTRING(695714.432 4657514.639,695714.715 4657523.996)	101-21	101	373.982	0	0	1	8	1	0	0
LINESTRING(695714.715 4657523.996,695714.998 4657533.353)	101-22	101	373.936	0	0	1	8	1	0	0
LINESTRING(695714.998 4657533.353,695715.280 4657542.710)	101-23	101	373.890	0	0	1	8	1	0	0
LINESTRING(695690.490 4657798.220,695698.248 4657804.602)	102-0	102	374.249	0	0	1	8	1	1.30756308	0
LINESTRING(695698.248 4657804.602,695706.007 4657810.984)	102-1	102	374.299	0	0	1	8	1	1.0896359	0
LINESTRING(695706.007 4657810.984,695713.765 4657817.366)	102-2	102	374.348	0	0	1	8	1	2.17927179	0
LINESTRING(695713.765 4657817.366,695721.523 4657823.748)	102-3	102	374.398	0	0	1	8	1	1.52549025	0
LINESTRING(695721.523 4657823.748,695729.282 4657830.130)	102-4	102	374.447	0	0	1	8	1	1.74341743	0
LINESTRING(695729.282 4657830.130,695737.040 4657836.512)	102-5	102	374.497	0	0	1	8	1	1.41652667	0
LINESTRING(695737.040 4657836.512,695744.798 4657842.894)	102-6	102	374.546	0	0	1	8	1	1.41652667	0
LINESTRING(695744.798 4657842.894,695752.557 4657849.276)	102-7	102	374.596	0	0	1	8	1	1.63445384	0
LINESTRING(695752.557 4657849.276,695760.315 4657855.657)	102-8	102	374.645	0	0	1	8	1	1.41652667	0
LINESTRING(695760.315 4657855.657,695768.073 4657862.039)	102-9	102	374.694	0	0	1	8	1	1.63445384	0
LINESTRING(695768.073 4657862.039,695775.832 4657868.421)	102-10	102	374.744	0	0	1	8	1	1.0896359	0
LINESTRING(695775.832 4657868.421,695783.590 4657874.803)	102-11	102	374.793	0	0	1	8	1	0.980672307	0
LINESTRING(695783.590 4657874.803,695791.348 4657881.185)	102-12	102	374.843	0	0	1	8	1	1.41652667	0
LINESTRING(695791.348 4657881.185,695799.107 4657887.567)	102-13	102	374.892	0	0	1	8	1	0.871708717	0
LINESTRING(695799.107 4657887.567,695806.865 4657893.949)	102-14	102	374.942	0	0	1	8	1	1.0896359	0
LINESTRING(695806.865 4657893.949,695814.623 4657900.331)	102-15	102	374.991	0	0	1	8	1	1.63445384	0
LINESTRING(695814.623 4657900.331,695822.382 4657906.713)	102-16	102	375.041	0	0	1	8	1	0.871708717	0
LINESTRING(695822.382 4657906.713,695830.140 4657913.095)	102-17	102	375.090	0	0	1	8	1	1.74341743	0
LINESTRING(695830.140 4657913.095,695837.898 4657919.477)	102-18	102	375.139	0	0	1	8	1	1.63445384	0
LINESTRING(695837.898 4657919.477,695845.657 4657925.859)	102-19	102	375.189	0	0	1	8	1	0.653781538	0
LINESTRING(695845.657 4657925.859,695853.415 4657932.241)	102-20	102	375.238	0	0	1	8	1	1.30756308	0
LINESTRING(695853.415 4657932.241,695861.173 4657938.623)	102-21	102	375.288	0	0	1	8	1	1.96134461	0
LINESTRING(695861.173 4657938.623,695868.932 4657945.005)	102-22	102	375.337	0	0	1	8	1	1.85238102	0
LINESTRING(695868.932 4657945.005,695876.690 4657951.387)	102-23	102	375.387	0	0	1	8	1	1.52549025	0
LINESTRING(695876.690 4657951.387,695884.448 4657957.769)	102-24	102	375.436	0	0	1	8	1	1.30756308	0
LINESTRING(695884.448 4657957.769,695892.207 4657964.151)	102-25	102	375.486	0	0	1	8	1	1.30756308	0
LINESTRING(695892.207 4657964.151,695899.965 4657970.532)	102-26	102	375.535	0	0	1	8	1	1.19859949	0
LINESTRING(695899.965 4657970.532,695907.723 4657976.914)	102-27	102	375.584	0	0	1	8	1	1.19859949	0
LINESTRING(695907.723 4657976.914,695915.482 4657983.296)	102-28	102	375.634	0	0	1	8	1	1.52549025	0
LINESTRING(695915.482 4657983.296,695923.240 4657989.678)	102-29	102	375.683	0	0	1	8	1	1.74341743	0
LINESTRING(695923.240 4657989.678,695930.998 4657996.060)	102-30	102	375.733	0	0	1	8	1	1.52549025	0
LINESTRING(695930.998 4657996.060,695938.757 4658002.442)	102-31	102	375.782	0	0	1	8	1	0.871708717	0
LINESTRING(695938.757 4658002.442,695946.515 4658008.824)	102-32	102	375.832	0	0	1	8	1	0.871708717	0
LINESTRING(695946.515 4658008.824,695954.273 4658015.206)	102-33	102	375.881	0	0	1	8	1	1.74341743	0
LINESTRING(695954.273 4658015.206,695962.032 4658021.588)	102-34	102	375.931	0	0	1	8	1	1.63445384	0
LINESTRING(695962.032 4658021.588,695969.790 4658027.970)	102-35	102	375.980	0	0	1	8	1	1.96134461	0
LINESTRING(695969.790 4658027.970,695977.277 4658025.164)	103-0	103	376.107	0	0	1	8	1	0	0
LINESTRING(695977.277 4658025.164,695984.763 4658022.357)	103-1	103	376.234	0	0	1	8	1	0	0
LINESTRING(695984.763 4658022.357,695992.250 4658019.551)	103-2	103	376.362	0	0	1	8	1	0	0
LINESTRING(695992.250 4658019.551,695999.736 4658016.744)	103-3	103	376.489	0	0	1	8	1	0	0
LINESTRING(695999.736 4658016.744,696007.223 4658013.938)	103-4	103	376.616	0	0	1	8	1	0	0
LINESTRING(696007.223 4658013.938,696014.710 4658011.132)	103-5	103	376.743	0	0	1	8	1	0	0
LINESTRING(696014.710 4658011.132,696022.196 4658008.325)	103-6	103	376.871	0	0	1	8	1	0	0
LINESTRING(696022.196 4658008.325,696029.683 4658005.519)	103-7	103	376.998	0	0	1	8	1	0	0
LINESTRING(696029.683 4658005.519,696037.169 4658002.713)	103-8	103	377.125	0	0	1	8	1	0	0
LINESTRING(696037.169 4658002.713,696044.656 4657999.906)	103-9	103	377.252	0	0	1	8	1	0	0
LINESTRING(696044.656 4657999.906,696052.143 4657997.100)	103-10	103	377.380	0	0	1	8	1	0	0
LINESTRING(696052.143 4657997.100,696059.629 4657994.293)	103-11	103	377.507	0	0	1	8	1	0	0
LINESTRING(696059.629 4657994.293,696067.116 4657991.487)	103-12	103	377.634	0	0	1	8	1	0	0
LINESTRING(696067.116 4657991.487,696074.602 4657988.681)	103-13	103	377.761	0	0	1	8	1	0	0
LINESTRING(696074.602 4657988.681,696082.089 4657985.874)	103-14	103	377.889	0	0	1	8	1	0	0
LINESTRING(696082.089 4657985.874,696089.576 4657983.068)	103-15	103	378.016	0	0	1	8	1	0	0
LINESTRING(696089.576 4657983.068,696097.062 4657980.261)	103-16	103	378.143	0	0	1	8	1	0	0
LINESTRING(696097.062 4657980.261,696104.549 4657977.455)	103-17	103	378.270	0	0	1	8	1	0	0
LINESTRING(696104.549 4657977.455,696112.035 4657974.649)	103-18	103	378.397	0	0	1	8	1	0	0
LINESTRING(696112.035 4657974.649,696119.522 4657971.842)	103-19	103	378.525	0	0	1	8	1	0	0
LINESTRING(696119.522 4657971.842,696127.009 4657969.036)	103-20	103	378.652	0	0	1	8	1	0	0
LINESTRING(696127.009 4657969.036,696134.495 4657966.230)	103-21	103	378.779	0	0	1	8	1	0	0
LINESTRING(696134.495 4657966.230,696141.982 4657963.423)	103-22	103	378.906	0	0	1	8	1	0	0
LINESTRING(696141.982 4657963.423,696149.468 4657960.617)	103-23	103	379.034	0	0	1	8	1	0	0
LINESTRING(696149.468 4657960.617,696156.955 4657957.810)	103-24	103	379.161	0	0	1	8	1	0	0
LINESTRING(696156.955 4657957.810,696164.441 4657955.004)	103-25	103	379.288	0	0	1	8	1	0	0
LINESTRING(696164.441 4657955.004,696171.928 4657952.198)	103-26	103	379.415	0	0	1	8	1	0	0
LINESTRING(696171.928 4657952.198,696179.415 4657949.391)	103-27	103	379.543	0	0	1	8	1	0	0
LINESTRING(696179.415 4657949.391,696186.901 4657946.585)	103-28	103	379.670	0	0	1	8	1	0	0
LINESTRING(696186.901 4657946.585,696194.388 4657943.779)	103-29	103	379.797	0	0	1	8	1	0	0
LINESTRING(696194.388 4657943.779,696201.874 4657940.972)	103-30	103	379.924	0	0	1	8	1	0	0
LINESTRING(696201.874 4657940.972,696209.361 4657938.166)	103-31	103	380.051	0	0	1	8	1	0	0
LINESTRING(696209.361 4657938.166,696216.848 4657935.359)	103-32	103	380.179	0	0	1	8	1	0	0
LINESTRING(696216.848 4657935.359,696224.334 4657932.553)	103-33	103	380.306	0	0	1	8	1	0	0
LINESTRING(696224.334 4657932.553,696231.821 4657929.747)	103-34	103	380.433	0	0	1	8	1	0	0
LINESTRING(696231.821 4657929.747,696239.307 4657926.940)	103-35	103	380.560	0	0	1	8	1	0	0
LINESTRING(696239.307 4657926.940,696246.794 4657924.134)	103-36	103	380.688	0	0	1	8	1	0	0
LINESTRING(696246.794 4657924.134,696254.281 4657921.327)	103-37	103	380.815	0	0	1	8	1	0	0
LINESTRING(696254.281 4657921.327,696261.767 4657918.521)	103-38	103	380.942	0	0	1	8	1	0	0
LINESTRING(696261.767 4657918.521,696269.254 4657915.715)	103-39	103	381.069	0	0	1	8	1	0	0
LINESTRING(696269.254 4657915.715,696276.740 4657912.908)	103-40	103	381.197	0	0	1	8	1	0	0
LINESTRING(696276.740 4657912.908,696284.227 4657910.102)	103-41	103	381.324	0	0	1	8	1	0	0
LINESTRING(696284.227 4657910.102,696291.714 4657907.296)	103-42	103	381.451	0	0	1	8	1	0	0
LINESTRING(696291.714 4657907.296,696299.200 4657904.489)	103-43	103	381.578	0	0	1	8	1	0	0
LINESTRING(696299.200 4657904.489,696306.687 4657901.683)	103-44	103	381.706	0	0	1	8	1	0	0
LINESTRING(696306.687 4657901.683,696314.173 4657898.876)	103-45	103	381.833	0	0	1	8	1	0	0
LINESTRING(696314.173 4657898.876,696321.660 4657896.070)	103-46	103	381.960	0	0	1	8	1	0	0
LINESTRING(696228.190 4657315.030,696237.156 4657314.974)	104-0	104	375.123	0	0	1	8	1	5.68418998	0
LINESTRING(696237.156 4657314.974,696246.122 4657314.918)	104-1	104	375.247	0	0	1	8	1	4.70038787	0
LINESTRING(696246.122 4657314.918,696255.088 4657314.862)	104-2	104	375.370	0	0	1	8	1	5.13763325	0
LINESTRING(696255.088 4657314.862,696264.054 4657314.806)	104-3	104	375.494	0	0	1	8	1	5.90281267	0
LINESTRING(696264.054 4657314.806,696273.020 4657314.750)	104-4	104	375.617	0	0	1	8	1	5.79350133	0
LINESTRING(696273.020 4657314.750,696281.987 4657314.693)	104-5	104	375.741	0	0	1	8	1	5.57487863	0
LINESTRING(696281.987 4657314.693,696290.953 4657314.637)	104-6	104	375.864	0	0	1	8	1	4.91901056	0
LINESTRING(696290.953 4657314.637,696299.919 4657314.581)	104-7	104	375.988	0	0	1	8	1	5.13763325	0
LINESTRING(696299.919 4657314.581,696308.885 4657314.525)	104-8	104	376.111	0	0	1	8	1	6.77730344	0
LINESTRING(696308.885 4657314.525,696317.851 4657314.469)	104-9	104	376.235	0	0	1	8	1	5.2469446	0
LINESTRING(696317.851 4657314.469,696326.817 4657314.413)	104-10	104	376.358	0	0	1	8	1	5.0283219	0
LINESTRING(696326.817 4657314.413,696335.783 4657314.357)	104-11	104	376.482	0	0	1	8	1	5.0283219	0
LINESTRING(696335.783 4657314.357,696344.749 4657314.301)	104-12	104	376.605	0	0	1	8	1	5.79350133	0
LINESTRING(696344.749 4657314.301,696353.715 4657314.245)	104-13	104	376.729	0	0	1	8	1	5.79350133	0
LINESTRING(696353.715 4657314.245,696362.681 4657314.189)	104-14	104	376.852	0	0	1	8	1	6.12143536	0
LINESTRING(696362.681 4657314.189,696371.647 4657314.133)	104-15	104	376.976	0	0	1	8	1	5.46556729	0
LINESTRING(696371.647 4657314.133,696380.613 4657314.077)	104-16	104	377.099	0	0	1	8	1	5.46556729	0
LINESTRING(696380.613 4657314.077,696389.580 4657314.020)	104-17	104	377.223	0	0	1	8	1	6.01212402	0
LINESTRING(696389.580 4657314.020,696398.546 4657313.964)	104-18	104	377.346	0	0	1	8	1	6.01212402	0
LINESTRING(696398.546 4657313.964,696407.512 4657313.908)	104-19	104	377.470	0	0	1	8	1	5.46556729	0
LINESTRING(696407.512 4657313.908,696416.478 4657313.852)	104-20	104	377.593	0	0	1	8	1	6.55868075	0
LINESTRING(696416.478 4657313.852,696425.444 4657313.796)	104-21	104	377.717	0	0	1	8	0.999999907	4.37245383	0
LINESTRING(696425.444 4657313.796,696434.410 4657313.740)	104-22	104	377.840	0	0	1	8	0.999999482	5.0283219	0
LINESTRING(696228.190 4657315.030,696227.578 4657303.356)	105-0	105	375.083	0	0	1	8	1	12.6760574	0
LINESTRING(696227.578 4657303.356,696226.966 4657291.681)	105-1	105	375.167	0	0	1	8	1	17.6362538	0
LINESTRING(696226.966 4657291.681,696226.353 4657280.007)	105-2	105	375.250	0	0	1	8	1	13.9161065	0
LINESTRING(696226.353 4657280.007,696225.741 4657268.332)	105-3	105	375.333	0	0	1	8	1	15.4317221	0
LINESTRING(696225.741 4657268.332,696225.129 4657256.658)	105-4	105	375.417	0	0	1	8	1	16.2584215	0
LINESTRING(696225.129 4657256.658,696224.517 4657244.983)	105-5	105	375.500	0	0	1	8	1	12.5382742	0
LINESTRING(696224.517 4657244.983,696223.904 4657233.309)	105-6	105	375.583	0	0	1	8	1	13.7783233	0
LINESTRING(696223.904 4657233.309,696223.292 4657221.634)	105-7	105	375.667	0	0	1	8	1	15.8450718	0
LINESTRING(696223.292 4657221.634,696222.680 4657209.960)	105-8	105	375.750	0	0	1	8	1	14.0538897	0
LINESTRING(696164.300 4656570.760,696175.001 4656574.875)	106-0	106	373.981	0	0	1	8	1	0	0
LINESTRING(696175.001 4656574.875,696185.702 4656578.991)	106-1	106	374.081	0	0	1	8	1	0	0
LINESTRING(696185.702 4656578.991,696196.404 4656583.106)	106-2	106	374.181	0	0	1	8	1	0	0
LINESTRING(696196.404 4656583.106,696207.105 4656587.221)	106-3	106	374.282	0	0	1	8	1	0	0
LINESTRING(696207.105 4656587.221,696217.806 4656591.337)	106-4	106	374.382	0	0	1	8	1	0	0
LINESTRING(696217.806 4656591.337,696228.507 4656595.452)	106-5	106	374.483	0	0	1	8	1	0	0
LINESTRING(696228.507 4656595.452,696239.208 4656599.567)	106-6	106	374.584	0	0	1	8	1	0	0
LINESTRING(696239.208 4656599.567,696249.909 4656603.683)	106-7	106	374.684	0	0	1	8	1	0	0
LINESTRING(696249.909 4656603.683,696260.611 4656607.798)	106-8	106	374.784	0	0	1	8	1	0	0
LINESTRING(696260.611 4656607.798,696271.312 4656611.913)	106-9	106	374.885	0	0	1	8	1	0	0
LINESTRING(696271.312 4656611.913,696282.013 4656616.029)	106-10	106	374.986	0	0	1	8	1	0	0
LINESTRING(696282.013 4656616.029,696292.714 4656620.144)	106-11	106	375.086	0	0	1	8	1	0	0
LINESTRING(696292.714 4656620.144,696303.415 4656624.259)	106-12	106	375.187	0	0	1	8	1	0	0
LINESTRING(696303.415 4656624.259,696314.116 4656628.375)	106-13	106	375.287	0	0	1	8	1	0	0
LINESTRING(696314.116 4656628.375,696324.818 4656632.490)	106-14	106	375.387	0	0	1	8	1	0	0
LINESTRING(696324.818 4656632.490,696335.519 4656636.605)	106-15	106	375.488	0	0	1	8	1	0	0
LINESTRING(696335.519 4656636.605,696346.220 4656640.721)	106-16	106	375.589	0	0	1	8	1	0	0
LINESTRING(696346.220 4656640.721,696356.921 4656644.836)	106-17	106	375.689	0	0	1	8	1	0	0
LINESTRING(696356.921 4656644.836,696367.622 4656648.951)	106-18	106	375.790	0	0	1	8	1	0	0
LINESTRING(696367.622 4656648.951,696378.323 4656653.067)	106-19	106	375.890	0	0	1	8	1	0	0
LINESTRING(696378.323 4656653.067,696389.025 4656657.182)	106-20	106	375.990	0	0	1	8	1	0	0
LINESTRING(696389.025 4656657.182,696399.726 4656661.297)	106-21	106	376.091	0	0	1	8	1	0	0
LINESTRING(696399.726 4656661.297,696410.427 4656665.413)	106-22	106	376.192	0	0	1	8	1	0	0
LINESTRING(696410.427 4656665.413,696421.128 4656669.528)	106-23	106	376.292	0	0	1	8	1	0	0
